Event_ID,irwinID,Incid_Name,Incid_Type,BurnBndAc,Ig_Date,Ig_Year,Ig_Month,STUSPS
UT3745811392919990319,NA,LOSTPEAK,Wildfire,2138,1999-03-19,1999,3,UT
UT3735711305719990322,NA,POCKET MESA,Prescribed Fire,1603,1999-03-22,1999,3,UT
UT3983811337019990330,NA,AVOCET,Unknown,2446,1999-03-30,1999,3,UT
ID4472611422219990427,NA,TABLE MOUNTAIN,Prescribed Fire,6528,1999-04-27,1999,4,ID
WY4362011069119990506,NA,S.GROSVENT,Prescribed Fire,1665,1999-05-06,1999,5,WY
AZ3662411371319990528,NA,JUMPSPRING,Wildfire,19621,1999-05-28,1999,5,AZ
NV3731011452819990529,NA,RAINBOW RA,Wildfire,1992,1999-05-29,1999,5,NV
NV3727011426819990529,NA,BLUEGARDEN,Wildfire,9817,1999-05-29,1999,5,NV
AZ3628711315919990604,NA,MT EMMA,Wildland Fire Use,1661,1999-06-04,1999,6,AZ
UT4010111281319990623,NA,PONY ROAD,Wildfire,3536,1999-06-23,1999,6,UT
AZ3614011366219990624,NA,TINCANEBIT,Prescribed Fire,4993,1999-06-24,1999,6,AZ
ID4289311345019990624,NA,WHISKEY BUTTE,Wildfire,7240,1999-06-24,1999,6,ID
ID4276811413819990624,NA,WILSON BUTTE,Wildfire,1730,1999-06-24,1999,6,ID
ID4292311353119990624,NA,BRIGHAM POINT,Wildfire,2651,1999-06-24,1999,6,ID
NV3965111978019990624,NA,RESERVOIR,Wildfire,4787,1999-06-24,1999,6,NV
ID4275411427619990625,NA,RED BRIDGE 2,Wildfire,1322,1999-06-25,1999,6,ID
ID4303411519819990625,NA,KINGS CROWN,Wildfire,2521,1999-06-25,1999,6,ID
CO4009210904019990625,NA,WALSH KNOLLS,Wildfire,1453,1999-06-25,1999,6,CO
UT4012011202119990625,NA,CEDAR VALLEY,Wildfire,3689,1999-06-25,1999,6,UT
NV4166711817819990627,NA,KINGS RIVER,Wildfire,1012,1999-06-27,1999,6,NV
UT3958811227419990628,NA,BROAD CANYON,Wildfire,1200,1999-06-28,1999,6,UT
AZ3608911361719990628,NA,TWIN COMPL,Prescribed Fire,4113,1999-06-28,1999,6,AZ
NV4195811760319990629,NA,HOUSE 80,Wildfire,1786,1999-06-29,1999,6,NV
NV4044311880219990630,NA,UNNAMED,Wildfire,1458,1999-06-30,1999,6,NV
NV3785411434119990701,NA,CONDOR 2,Wildfire,1949,1999-07-01,1999,7,NV
UT3904910914919990701,NA,LITTLE HOLE,Wildfire,2997,1999-07-01,1999,7,UT
CO3900410902419990702,NA,TOMS CYN,Wildfire,6030,1999-07-02,1999,7,CO
UT3972411225419990702,NA,RAILROAD,Wildfire,64598,1999-07-02,1999,7,UT
UT4047411241319990702,NA,RUSH,Wildfire,3450,1999-07-02,1999,7,UT
UT4008611183119990702,NA,WEST MOUNTAIN II,Wildfire,8476,1999-07-02,1999,7,UT
NV4079611590019990703,NA,HUNTER,Wildfire,4713,1999-07-03,1999,7,NV
UT3835611391719990703,NA,MEADOW SPRING,Wildfire,1332,1999-07-03,1999,7,UT
NV3956911959919990704,NA,PAH RAH,Wildfire,10080,1999-07-04,1999,7,NV
UT3814211317119990706,NA,BADGER PK,Wildfire,1062,1999-07-06,1999,7,UT
NV4108611692019990708,NA,CLOVER,Wildfire,72638,1999-07-08,1999,7,NV
NV3943111968419990708,NA,UNNAMED,Wildfire,2630,1999-07-08,1999,7,NV
ID4460711711119990709,NA,SHEEP CREEK,Wildfire,5018,1999-07-09,1999,7,ID
ID4325511417919990711,NA,WEDGE BUTTE,Wildfire,16234,1999-07-11,1999,7,ID
NV4078311629819990711,NA,SOAP,Wildfire,1782,1999-07-11,1999,7,NV
NV4062411784719990711,NA,LANG SYNE,Wildfire,22651,1999-07-11,1999,7,NV
UT4023311241919990711,NA,HIGHWAY 36,Wildfire,2541,1999-07-11,1999,7,UT
NV4086211424719990717,NA,PILOT,Wildfire,3021,1999-07-17,1999,7,NV
NV3726211489719990717,NA,DELAMAR,Wildfire,22689,1999-07-17,1999,7,NV
UT4182011299019990717,NA,WILDCAT,Wildfire,2037,1999-07-17,1999,7,UT
NV4067411604219990718,NA,RAIN,Wildfire,21939,1999-07-18,1999,7,NV
NV4021911579919990718,NA,RAILROAD PASS,Wildfire,3070,1999-07-18,1999,7,NV
NV4183711405919990719,NA,WAGON BOX,Wildfire,32132,1999-07-19,1999,7,NV
NV4033611985119990720,NA,DRY,Wildfire,9750,1999-07-20,1999,7,NV
ID4336511278819990720,NA,CEDAR BUTTE,Wildfire,49625,1999-07-20,1999,7,ID
ID4460111521619990720,NA,SOLDIER (SOLDIER),Wildfire,2594,1999-07-20,1999,7,ID
UT4195811225519990721,NA,SAMARIA,Wildfire,2142,1999-07-21,1999,7,UT
NV3919111813119990722,NA,SANDSPRGS,Wildfire,16246,1999-07-22,1999,7,NV
ID4286411519519990723,NA,BLACK MESA,Wildfire,1080,1999-07-23,1999,7,ID
UT4038711210219990724,NA,LONG RIDGE,Wildfire,1133,1999-07-24,1999,7,UT
UT4104211145819990724,NA,EAGLE CANYON,Wildfire,3936,1999-07-24,1999,7,UT
NV3951011950319990724,NA,UNNAMED,Wildfire,15703,1999-07-24,1999,7,NV
ID4459611329819990802,NA,TEXAS,Wildfire,1996,1999-08-02,1999,8,ID
UT4176011326319990802,NA,PETERSON,Wildfire,4465,1999-08-02,1999,8,UT
ID4537911512519990802,NA,LODGEPOLE,Wildfire,4699,1999-08-02,1999,8,ID
ID4518811520219990802,NA,FLOYDS COMPLEX (COPPER CAMP),Wildfire,1406,1999-08-02,1999,8,ID
ID4241511533019990803,NA,BUCK N DOE,Wildfire,9600,1999-08-03,1999,8,ID
ID4304511327219990803,NA,MULE BUTTE,Wildfire,138102,1999-08-03,1999,8,ID
ID4290611455319990803,NA,GOODTIME2,Wildfire,1399,1999-08-03,1999,8,ID
NV3963411947819990803,NA,WILCOX,Wildfire,7219,1999-08-03,1999,8,NV
NV4091011426219990803,NA,SILVER ZON,Wildfire,1166,1999-08-03,1999,8,NV
NV4053511811619990804,NA,UNNAMED,Wildfire,22484,1999-08-04,1999,8,NV
ID4308111233019990804,NA,RAWHIDE 2,Wildfire,2324,1999-08-04,1999,8,ID
NV3984111739119990804,NA,NEW PASS COMPLEX (NEW PASS-ANTELOPE),Wildfire,172226,1999-08-04,1999,8,NV
NV4059711672719990804,NA,MULECANYON,Wildfire,17331,1999-08-04,1999,8,NV
NV4093911702219990804,NA,IZZENHOOD,Wildfire,28424,1999-08-04,1999,8,NV
NV4048811570719990804,NA,HENZEL,Wildfire,2608,1999-08-04,1999,8,NV
NV4049411640819990804,NA,FRENCHIE,Wildfire,55277,1999-08-04,1999,8,NV
NV4077311800919990804,NA,DUN GLENN COMPLEX (COSGRAVE),Wildfire,31780,1999-08-04,1999,8,NV
NV4114511803919990804,NA,SOMBRERO,Wildfire,128143,1999-08-04,1999,8,NV
NV4050111851919990804,NA,DUN GLENN COMPLEX (POKER BROWN),Wildfire,236451,1999-08-04,1999,8,NV
NV4175311853719990804,NA,JUNGO COMPLEX,Wildfire,77045,1999-08-04,1999,8,NV
NV4037611762919990804,NA,SIARD RANC,Wildfire,2373,1999-08-04,1999,8,NV
NV4093511794019990804,NA,DUN GLENN COMPLEX (THE CYANCO),Wildfire,10102,1999-08-04,1999,8,NV
NV4048111756319990804,NA,DUN GLENN COMPLEX (GRASS VALLEY 1),Wildfire,11898,1999-08-04,1999,8,NV
NV4196811857819990804,NA,DENIO N,Wildfire,1480,1999-08-04,1999,8,NV
NV4083311864219990804,NA,KAMMA,Wildfire,3039,1999-08-04,1999,8,NV
NV4007011712019990804,NA,CEDAR 2,Wildfire,8588,1999-08-04,1999,8,NV
ID4272611571619990805,NA,MILLER TIME,Wildfire,1181,1999-08-05,1999,8,ID
ID4287711675819990805,NA,DEER CREEK,Wildfire,2773,1999-08-05,1999,8,ID
ID4213111342019990805,NA,COTTONWOOD,Wildfire,1506,1999-08-05,1999,8,ID
NV3994911652819990805,NA,EUREKA COMPLEX (TRAIL CANYON),Wildfire,106236,1999-08-05,1999,8,NV
NV3959011827119990805,NA,NEW PASS COMPLEX (POCO),Wildfire,5559,1999-08-05,1999,8,NV
NV3955611836219990805,NA,SHIRTTAIL,Wildfire,11976,1999-08-05,1999,8,NV
NV3979611769919990805,NA,NEW PASS COMPLEX (SHOSHONE),Wildfire,7119,1999-08-05,1999,8,NV
NV4034111594019990805,NA,SADLER COMPLEX,Wildfire,183908,1999-08-05,1999,8,NV
NV4034111811419990805,NA,DUN GLENN COMPLEX (RODCHESTER),Wildfire,12932,1999-08-05,1999,8,NV
NV4143011696219990805,NA,CHIMNEY,Wildfire,33601,1999-08-05,1999,8,NV
NV4061611532119990805,NA,BAXTER,Wildfire,1822,1999-08-05,1999,8,NV
ID4266211562919990806,NA,LITTLE BIG,Wildfire,4820,1999-08-06,1999,8,ID
NV4064411630819990806,NA,ROSE,Wildfire,48365,1999-08-06,1999,8,NV
NV4081411813419990806,NA,DUN GLENN COMPLEX (EUGENE),Wildfire,12851,1999-08-06,1999,8,NV
NV4105511739819990806,NA,CORRIDOR COMPLEX (LONE BUTTE),Wildfire,33570,1999-08-06,1999,8,NV
NV4167211434619990807,NA,DRY CANYON,Wildfire,1823,1999-08-07,1999,8,NV
ID4259811343619990809,NA,I-86 MILEPOST 4,Wildfire,1384,1999-08-09,1999,8,ID
ID4263911584019990812,NA,BROKEN WAGON,Wildfire,5126,1999-08-12,1999,8,ID
ID4525511512919990812,NA,FLOYDS COMPLEX (LITTLE RAMEY),Wildfire,2829,1999-08-12,1999,8,ID
ID4341211603219990813,NA,THE SCALES,Wildfire,1425,1999-08-13,1999,8,ID
UT3961111243919990813,NA,SAND MOUNTAIN,Wildfire,1794,1999-08-13,1999,8,UT
NV4140911774319990813,NA,ANDORNO,Wildfire,2260,1999-08-13,1999,8,NV
UT4026611188719990814,NA,CLAY PIT,Wildfire,5036,1999-08-14,1999,8,UT
UT4180711394319990816,NA,DRY CANYON,Wildfire,3694,1999-08-16,1999,8,UT
ID4264811559619990817,NA,FRITZ SPUR,Wildfire,2217,1999-08-17,1999,8,ID
NV4187611740319990817,NA,EAST QUINN,Wildfire,1079,1999-08-17,1999,8,NV
AZ3691811374519990818,NA,LIME HILLS,Wildfire,1692,1999-08-18,1999,8,AZ
ID4211811393719990818,NA,WILSON GULCH,Prescribed Fire,8042,1999-08-18,1999,8,ID
NV4016811679419990818,NA,FILIPINI,Wildfire,1110,1999-08-18,1999,8,NV
NV4015511735419990818,NA,MOSES COMPLEX (BLITZ),Wildfire,7785,1999-08-18,1999,8,NV
NV4132211765719990818,NA,JUNCTION 290,Wildfire,1335,1999-08-18,1999,8,NV
NV4017911566219990818,NA,MITCHELL CREEK,Wildfire,2834,1999-08-18,1999,8,NV
ID4412411513319990818,NA,QUEASY,Wildfire,7035,1999-08-18,1999,8,ID
NV4051411577719990819,NA,DIDO COMPLEX,Wildfire,3724,1999-08-19,1999,8,NV
NV4083011632019990819,NA,WELCHES CREEK,Wildfire,10977,1999-08-19,1999,8,NV
NV4183111859919990819,NA,VIRGIN CREEK,Wildfire,1550,1999-08-19,1999,8,NV
NV4118411478319990820,NA,HOLBORN,Wildfire,1192,1999-08-20,1999,8,NV
NV4181811434019990820,NA,HORSE CREEK,Wildfire,2872,1999-08-20,1999,8,NV
ID4369311261519990821,NA,INEEL FIRE,Unknown,43547,1999-08-21,1999,8,ID
UT3721811390219990822,NA,SILENT,Wildfire,2045,1999-08-22,1999,8,UT
UT3977311238019990822,NA,W ROCKWELL,Wildfire,1135,1999-08-22,1999,8,UT
ID4210411538519990823,NA,MIDDLE BUTTE,Wildfire,7339,1999-08-23,1999,8,ID
ID4226611628619990823,NA,WEST SHOOFLY,Wildfire,7526,1999-08-23,1999,8,ID
NV4003311984019990823,NA,FISH COMPLEX (FISH SPRINGS),Wildfire,47030,1999-08-23,1999,8,NV
NV4075011813819990823,NA,TUNGSTEN,Wildfire,1827,1999-08-23,1999,8,NV
NV3977611985219990824,NA,RED ROCK,Wildfire,7125,1999-08-24,1999,8,NV
NV4165011862419990824,NA,PASS CREEK,Wildfire,8998,1999-08-24,1999,8,NV
ID4484511481719990825,NA,NORTON CREEK,Wildfire,8141,1999-08-25,1999,8,ID
NV3745111430219990826,NA,PINEPAST,Prescribed Fire,2013,1999-08-26,1999,8,NV
ID4277511314319990827,NA,WAPI,Wildfire,1639,1999-08-27,1999,8,ID
UT4091911281819990828,NA,FLAT,Wildfire,1739,1999-08-28,1999,8,UT
NV3829211543619990828,NA,SELLEM,Wildfire,8141,1999-08-28,1999,8,NV
ID4283311519319990830,NA,EAST SLICK,Wildfire,36682,1999-08-30,1999,8,ID
CA3981512008819990906,NA,CEMETERY,Wildfire,3758,1999-09-06,1999,9,CA
ID4281611411619990907,NA,WILSON RIDGE,Prescribed Fire,6570,1999-09-07,1999,9,ID
UT4054911016819990909,NA,JOHNSTARR,Prescribed Fire,2096,1999-09-09,1999,9,UT
ID4286311414519990909,NA,MALLARD LAKE,Wildfire,4739,1999-09-09,1999,9,ID
NV4190411561219990909,NA,BRUNEAU,Wildfire,1132,1999-09-09,1999,9,NV
NV4053011891319990910,NA,DEAD HORSE,Wildfire,1771,1999-09-10,1999,9,NV
ID4266311265019990917,NA,SQUAW 2,Wildfire,1477,1999-09-17,1999,9,ID
ID4308711302219990918,NA,GRANDVIEW,Wildfire,23031,1999-09-18,1999,9,ID
ID4306611207619990925,NA,DRY,Wildfire,2796,1999-09-25,1999,9,ID
ID4240911399119990925,NA,3 S MILNER BUTTE,Wildfire,1117,1999-09-25,1999,9,ID
ID4543311419719990929,NA,INDIAN SPRINGS,Prescribed Fire,1955,1999-09-29,1999,9,ID
ID4361711380119990930,NA,UP ANTELOPE,Wildfire,2187,1999-09-30,1999,9,ID
NV4015911612019991001,NA,MINERAL,Wildfire,22107,1999-10-01,1999,10,NV
ID4282711699819991005,NA,HORSE CREEK,Wildfire,4373,1999-10-05,1999,10,ID
UT3810111246119991005,NA,DOG VALLEY,Wildfire,1390,1999-10-05,1999,10,UT
ID4312311210319991006,NA,WALKER,Wildfire,1276,1999-10-06,1999,10,ID
UT3952610919719991008,NA,PATSON RDG,Prescribed Fire,1609,1999-10-08,1999,10,UT
ID4207311108819991009,NA,BOUNDARY,Wildfire,1775,1999-10-09,1999,10,ID
UT3954910907919991009,NA,RAT HOLE,Prescribed Fire,1431,1999-10-09,1999,10,UT
UT3951110911019991010,NA,JOHNS RDG,Prescribed Fire,1298,1999-10-10,1999,10,UT
NV4158411419019991011,NA,NO SCHOOL 2,Wildfire,10718,1999-10-11,1999,10,NV
ID4267911547419991014,NA,IMPACT SOUTHEAST,Wildfire,4934,1999-10-14,1999,10,ID
ID4219511316419991015,NA,SANDROCK,Wildfire,1011,1999-10-15,1999,10,ID
NV4020011544619991016,NA,UNIT 3 NGR,Unknown,1001,1999-10-16,1999,10,NV
ID4276011414319991022,NA,ELDON LAKE,Wildfire,1550,1999-10-22,1999,10,ID
NV4149411531619991024,NA,HANKS CREEK,Wildfire,1515,1999-10-24,1999,10,NV
NV4175111411719991106,NA,SIGNBOARD,Wildfire,4642,1999-11-06,1999,11,NV
ID4201811414819991106,NA,TROUT CREEK II,Wildfire,3282,1999-11-06,1999,11,ID
UT4188211253719991106,NA,RATTLESNAKE DOUTRE,Wildfire,1518,1999-11-06,1999,11,UT
NV3990511927419991126,NA,PIUTE,Wildfire,1714,1999-11-26,1999,11,NV
UT3986211336120000404,NA,CURLEW,Unknown,1311,2000-04-04,2000,4,UT
WY4353611071820000427,NA,NORTH MARSH,Unknown,1123,2000-04-27,2000,4,WY
UT3960010923820000529,NA,SWEETWATER,Wildfire,3502,2000-05-29,2000,5,UT
NV3636611578520000603,NA,BUCK SPRINGS,Wildfire,2233,2000-06-03,2000,6,NV
UT4041411308020000610,NA,BROWN SPRINGS,Wildfire,5440,2000-06-10,2000,6,UT
ID4283411396820000615,NA,SID BUTTE,Wildfire,1641,2000-06-15,2000,6,ID
NV4070411462020000618,NA,HOGAN,Wildfire,2225,2000-06-18,2000,6,NV
UT4000911315120000618,NA,BULLION,Wildfire,1422,2000-06-18,2000,6,UT
NV4116411747220000622,NA,SALT DESERT COMPLEX (BOX CANYON),Wildfire,1113,2000-06-22,2000,6,NV
NV3955111964820000625,NA,8TH HOLE,Wildfire,1228,2000-06-25,2000,6,NV
NV4014711581220000625,NA,RAILROAD PASS,Wildfire,4892,2000-06-25,2000,6,NV
ID4217911557220000626,NA,ARCH CANYON,Wildfire,4151,2000-06-26,2000,6,ID
ID4262511548420000627,NA,SE IMPACT,Wildfire,9266,2000-06-27,2000,6,ID
NV3981111977920000628,NA,ANTELHUNG,Wildfire,7388,2000-06-28,2000,6,NV
NV3959111961420000628,NA,CANOE,Wildfire,2060,2000-06-28,2000,6,NV
NV3974111937320000629,NA,JONES,Wildfire,3025,2000-06-29,2000,6,NV
ID4237111614020000629,NA,BLUE CREEK,Wildfire,3421,2000-06-29,2000,6,ID
NV3949111933320000629,NA,RAMSEY,Wildfire,7999,2000-06-29,2000,6,NV
ID4215211509920000630,NA,5N3 CREEK,Wildfire,2101,2000-06-30,2000,6,ID
ID4239011501620000630,NA,KINYON,Wildfire,1157,2000-06-30,2000,6,ID
ID4267611578520000630,NA,FLAT BROKE,Wildfire,6032,2000-06-30,2000,6,ID
ID4268511302620000630,NA,CEDAR FIELDS,Wildfire,4573,2000-06-30,2000,6,ID
NV4074511768120000630,NA,ELBOW,Wildfire,1193,2000-06-30,2000,6,NV
NV4123711703420000630,NA,KELLY CREEK,Wildfire,38495,2000-06-30,2000,6,NV
NV3970611763920000701,NA,EDWARDS CREEK,Wildfire,2157,2000-07-01,2000,7,NV
UT3902711292220000701,NA,CRICKET 1,Wildfire,1213,2000-07-01,2000,7,UT
UT4186911110120000701,NA,RABBIT CREEK,Wildfire,1628,2000-07-01,2000,7,UT
UT3961811207420000702,NA,SAGE VALLEY,Wildfire,2822,2000-07-02,2000,7,UT
NV3971611978420000702,NA,UNNAMED,Unknown,3918,2000-07-02,2000,7,NV
UT3996711201120000704,NA,DIVIDEND,Wildfire,1289,2000-07-04,2000,7,UT
ID4304811507020000705,NA,BELL MARE,Wildfire,10259,2000-07-05,2000,7,ID
UT4066811223520000705,NA,BORROW PIT,Wildfire,4184,2000-07-05,2000,7,UT
ID4218911505820000706,NA,WORLEY DRAW,Wildfire,1682,2000-07-06,2000,7,ID
NV3969211580020000709,NA,STRAWBERRY,Wildfire,1670,2000-07-09,2000,7,NV
NV3958211987320000709,NA,SENECA,Wildfire,1066,2000-07-09,2000,7,NV
NV4026811634120000710,NA,LINKA,Wildfire,3602,2000-07-10,2000,7,NV
ID4519911434120000710,NA,CLEAR CREEK DIVIDE COMPLEX (CLEAR CREEK),Wildfire,170322,2000-07-10,2000,7,ID
ID4339511265120000711,NA,TILDEN,Wildfire,2439,2000-07-11,2000,7,ID
NV3999611491920000711,NA,CHERRY,Wildfire,8562,2000-07-11,2000,7,NV
UT4149911319720000712,NA,HOGUP,Wildfire,14688,2000-07-12,2000,7,UT
ID4302811222220000713,NA,ROSS FORK,Wildfire,1299,2000-07-13,2000,7,ID
ID4426611220920000713,NA,SHEEP STATION,Wildfire,1200,2000-07-13,2000,7,ID
ID4537511565420000714,NA,BURGDORF JUNCTION,Wildfire,67284,2000-07-14,2000,7,ID
ID4527211392820000714,NA,FENSTER CREEK,Wildfire,3361,2000-07-14,2000,7,ID
ID4215011379020000716,NA,BIRCH CREEK 2,Wildfire,1267,2000-07-16,2000,7,ID
UT4198911393920000716,NA,DEVINE CANYON,Wildfire,3640,2000-07-16,2000,7,ID
UT4088011219320000716,NA,MOLLY,Wildfire,3773,2000-07-16,2000,7,UT
ID4330711588920000717,NA,MP 77 I-84,Wildfire,1591,2000-07-17,2000,7,ID
ID4344111603520000717,NA,MP 63 I-84,Wildfire,1608,2000-07-17,2000,7,ID
ID4296411298520000717,NA,FINGALL,Wildfire,1146,2000-07-17,2000,7,ID
NV4023111646220000717,NA,BEOWAWE,Wildfire,14253,2000-07-17,2000,7,NV
NV4090111453520000717,NA,BIG SPRINGS,Wildfire,1872,2000-07-17,2000,7,NV
NV4158311803020000717,NA,BILK CREEK COMPLEX (DOUBLE H),Wildfire,69694,2000-07-17,2000,7,NV
NV4162311827520000717,NA,BILK CREEK COMPLEX (CHERRY CREEK),Wildfire,22988,2000-07-17,2000,7,NV
NV4063411813020000717,NA,PRINCE ROYAL COMPLEX,Wildfire,14549,2000-07-17,2000,7,NV
NV4169611774620000717,NA,BILK CREEK COMPLEX (WILLOW CREEK),Wildfire,1175,2000-07-17,2000,7,NV
NV4071411752020000717,NA,GREGG CANYON,Wildfire,1856,2000-07-17,2000,7,NV
UT4184511286720000717,NA,SOUTH ROSE RANCH,Wildfire,6169,2000-07-17,2000,7,UT
ID4241111672920000718,NA,MEADOW,Wildfire,2097,2000-07-18,2000,7,ID
UT4126211247520000718,NA,DOPPLER,Wildfire,2160,2000-07-18,2000,7,UT
NV3971211698920000719,NA,BERNDT,Wildfire,3144,2000-07-19,2000,7,NV
UT4166911260820000719,NA,SANDAL,Wildfire,3095,2000-07-19,2000,7,UT
AZ3696611276320000721,NA,MOCCASIN,Wildfire,1778,2000-07-21,2000,7,AZ
NV3871611728220000722,NA,WALL CANYON,Wildfire,7420,2000-07-22,2000,7,NV
ID4327011588620000723,NA,MP 78 I-84,Wildfire,2614,2000-07-23,2000,7,ID
UT3869811357120000723,NA,GRASSY VALLEY,Wildfire,3284,2000-07-23,2000,7,UT
AZ3640911368420000725,NA,RATTLESNAK,Wildfire,1684,2000-07-25,2000,7,AZ
ID4352011174820000725,NA,BLACKTAIL,Wildfire,2511,2000-07-25,2000,7,ID
NV3999711796820000725,NA,COTTONWOOD,Wildfire,5562,2000-07-25,2000,7,NV
NV3887911431320000725,NA,PHILLIPS RANCH,Wildfire,2424,2000-07-25,2000,7,NV
ID4223011342620000725,NA,KANE CREEK,Wildfire,1605,2000-07-25,2000,7,ID
UT4045411052020000726,NA,STILLWATER,Wildfire,1447,2000-07-26,2000,7,UT
ID4260111209020000726,NA,WEST FORK,Wildfire,1200,2000-07-26,2000,7,ID
ID4321811283820000726,NA,COFFEE POINT NORTH,Prescribed Fire,73480,2000-07-26,2000,7,ID
ID4299011308620000726,NA,FLATTOP,Prescribed Fire,56792,2000-07-26,2000,7,ID
ID4274811267620000726,NA,FISHER SPRINGS,Wildfire,17428,2000-07-26,2000,7,ID
ID4270011282120000726,NA,BOWEN,Wildfire,1167,2000-07-26,2000,7,ID
ID4251211182820000726,NA,GENTILE VALLEY,Wildfire,1379,2000-07-26,2000,7,ID
ID4268511256420000726,NA,RATTLESNAKE,Wildfire,2427,2000-07-26,2000,7,ID
ID4263611263320000726,NA,MOONSHINE,Wildfire,11489,2000-07-26,2000,7,ID
ID4254211302620000726,NA,EAST FALL CREEK,Wildfire,17131,2000-07-26,2000,7,ID
NV4123611474620000726,NA,NORTHEAST ELKO COUNTY ZONE (COUNTY ZONE),Wildfire,67886,2000-07-26,2000,7,NV
UT3962611218320000726,NA,OLDROYD COMPLEX (BROAD),Wildfire,15208,2000-07-26,2000,7,UT
UT4084211250520000726,NA,CASTLEROCK,Wildfire,16718,2000-07-26,2000,7,UT
UT4002511213520000726,NA,SALT LAKE DESERT COMPLEX (BISMARK),Wildfire,3335,2000-07-26,2000,7,UT
UT3942911223920000726,NA,ADELAIDE COMPLEX (MORNING DOVE),Wildfire,9513,2000-07-26,2000,7,UT
UT4035411152220000726,NA,WASATCH COMPLEX (EAST VIVIAN),Wildfire,1778,2000-07-26,2000,7,UT
ID4263211333520000726,NA,REFUGE,Wildfire,1928,2000-07-26,2000,7,ID
ID4321711283720000726,NA,COFFEE POINT,Wildfire,73480,2000-07-26,2000,7,ID
ID4356011300820000726,NA,COFFEE POINT NORTH,Wildfire,35980,2000-07-26,2000,7,ID
ID4308711189120000727,NA,SUPON CREEK,Wildfire,4155,2000-07-27,2000,7,ID
NV3829311416220000727,NA,COYOTE,Wildfire,16273,2000-07-27,2000,7,NV
UT3983011198820000727,NA,OLDROYD COMPLEX (MONA WEST),Wildfire,28774,2000-07-27,2000,7,UT
ID4223211317120000727,NA,MONUMENT CANYON,Wildfire,11039,2000-07-27,2000,7,ID
ID4204311334220000728,NA,"NAF",Wildfire,7096,2000-07-28,2000,7,ID
UT3962811026020000730,NA,BRUIN POINT,Wildfire,1702,2000-07-30,2000,7,UT
MT4580011396420000731,NA,SULA COMPLEX (MAYNARD),Wildfire,62967,2000-07-31,2000,7,MT
MT4568211413620000731,NA,TAYLOR SPRINGS FIRES,Wildfire,22598,2000-07-31,2000,7,MT
WY4332411046020000731,NA,BOULDER,Wildfire,3755,2000-07-31,2000,7,WY
ID4505611489120000731,NA,DIAMOND COMPLEX (DIAMOND PEAK),Wildfire,271361,2000-07-31,2000,7,ID
ID4540111516420000731,NA,FLOSSIE COMPLEX,Wildfire,90611,2000-07-31,2000,7,ID
ID4535511474220000731,NA,SALMON CHALLIS WILDERNESS COMPLEX (BUTTS),Wildfire,13720,2000-07-31,2000,7,ID
ID4546811459920000731,NA,SALMON CHALLIS WILDERNESS COMPLEX (FILLY),Wildfire,2897,2000-07-31,2000,7,ID
ID4530311468520000731,NA,KITCHEN,Wildfire,2749,2000-07-31,2000,7,ID
CA3853611952920000801,NA,GOLDEN,Wildfire,1732,2000-08-01,2000,8,CA
ID4404811227920000801,NA,CAMAS CREEK,Wildfire,1484,2000-08-01,2000,8,ID
NV3964711778520000801,NA,TWIN PEAKS,Wildfire,36801,2000-08-01,2000,8,NV
NV3973711994020000801,NA,RED ROCK 2,Wildfire,2941,2000-08-01,2000,8,NV
NV4131611436520000801,NA,NORTHEAST ELKO COUNTY ZONE (CHARLIE),Wildfire,3369,2000-08-01,2000,8,NV
NV4108511577020000801,NA,ADOBE,Wildfire,7296,2000-08-01,2000,8,NV
NV4140111426820000801,NA,NORTHEAST ELKO COUNTY ZONE (WIMPY COMPLEX),Wildfire,3558,2000-08-01,2000,8,NV
NV4131611544620000801,NA,SHEEP PEN,Wildfire,2630,2000-08-01,2000,8,NV
NV4154711571820000801,NA,VEGA,Wildfire,2894,2000-08-01,2000,8,NV
NV3814611428320000801,NA,PARSNIP,Wildfire,2123,2000-08-01,2000,8,NV
UT4067711294220000801,NA,SALT LAKE DESERT COMPLEX (ARAGONITE),Wildfire,39825,2000-08-01,2000,8,UT
NV3944211983520000801,NA,UNNAMED,Wildfire,2875,2000-08-01,2000,8,NV
NV4174611519520000801,NA,CAMP CREEK,Wildfire,31760,2000-08-01,2000,8,NV
NV4168511495520000802,NA,COLD SPRINGS,Wildfire,9290,2000-08-02,2000,8,NV
NV4150611657720000802,NA,THREE MILE,Wildfire,3743,2000-08-02,2000,8,NV
NV3941611510220000802,NA,CRUSOE,Wildfire,1748,2000-08-02,2000,8,NV
NV4101611790220000802,NA,JUNGO COMPLEX,Wildfire,3820,2000-08-02,2000,8,NV
NV4067711880120000802,NA,COW CREEK,Wildfire,10602,2000-08-02,2000,8,NV
NV4198611570220000803,NA,MCDONALD CREEK,Wildfire,10394,2000-08-03,2000,8,NV
NV4023811509920000804,NA,RABBIT,Wildfire,6631,2000-08-04,2000,8,NV
NV3988011917620000804,NA,TRUCKEE,Wildfire,16357,2000-08-04,2000,8,NV
ID4461711650020000804,NA,GOODRICH,Wildfire,2334,2000-08-04,2000,8,ID
ID4224711508120000805,NA,GRASS,Wildfire,36388,2000-08-05,2000,8,ID
ID4546711474120000805,NA,SALMON CHALLIS WILDERNESS COMPLEX (PACKER MEADOW),Wildfire,2772,2000-08-05,2000,8,ID
